employee_id,department,performance_rating,years_experience,tenure_years,education_level,remote_days_per_week,office_zip,regional_unemployment,cost_of_living_idx,base_salary,bonus_pay,hourly_contractor_rate,hire_date
101929,Finance,Medium,0,0,Bachelors,5,27564,3.99,104.1,53581.47,3907.81,usd 63.78,2013-01-12
101930,Engineering,Medium,5,5,Bachelors,4,72947,4.08,80.3,68475.65,4952.08,usd 26.49,2020-12-19
101931,Sales,High,4,4,Bachelors,1,81543,3.91,117.6,78650.0,6600.18,$47.50,2012-03-06
101932,Engineering,Low,11,4,Bachelors,3,95513,4.2,95.1,75318.8,2968.34,,2021-07-14
101933,Finance,Medium,9,5,Masters,3,44259,3.17,92.3,68044.17,3894.25,usd 59.24,2022-01-16
101934,Finance,Medium,14,2,Bachelors,1,30935,5.46,92.7,,3647.1,,2020-07-30
101935,ENG,Medium,6,5,Bachelors,5,47617,4.92,120.5,74742.23,4069.64,,2020-04-28
101936, eng ,Medium,8,7,Bachelors,0,22965,3.55,76.8,64746.67,3792.11,usd 41.10,2017-09-18
101937,Sales ,High,13,1,Masters,3,12920,3.84,70.0,67544.92,6109.08,usd 52.41,2014-12-16
101938,Finance,Low,9,5,Bachelors,4,44557,2.77,83.4,57304.13,2993.9,$46.07,2017-06-24
101939,Engineering,High,7,7,Bachelors,0,36646,3.98,99.4,80743.77,8568.02,,2020-09-13
101940,Finance,High,12,1,PhD,5,51737,2.52,82.1,85821.95,6612.61,,2023-06-14
101941,Sales,High,17,7,Bachelors,4,73771,4.77,116.6,96428.76,7422.63,,2018-06-26
101942,Sales,,10,2,Masters,5,71394,4.27,109.6,69568.77,,$61.47,2015-12-17
101943,Sales ,Medium,0,0,Bachelors,3,25661,4.79,119.8,52287.88,2405.38,44.27,2023-03-11
101944,sales,Low,12,2,Bachelors,5,36615,4.89,114.1,70061.51,0.0,USD 34.02,2023-07-27
101945,Finance,Low,11,1,Bachelors,4,14198,4.57,83.4,49185.21,1469.51,,2016-05-03
101946,SALES,,0,0,Bachelors,1,48906,4.21,138.3,56976.93,,USD 46.18,2013-04-02
101947,Engineering,Medium,11,7,Bachelors,3,68336,3.88,71.7,52648.0,3500.42,USD 69.82,2013-02-09
101948,Sales,Low,5,5,Bachelors,0,29167,4.5,98.8,51192.17,876.53,62.35,2016-09-30
101949,Engineering,Low,4,4,Bachelors,5,74456,4.86,128.5,74511.17,1039.57,USD 34.57,2020-12-23
101950,Sales,Low,10,4,Bachelors,5,86532,5.04,126.4,68676.23,1404.56,usd 50.72,2015-10-12
101951,Sales ,Low,11,5,Bachelors,2,70541,4.05,124.2,,3012.06,$56.51,2014-02-16
101952,Engineering,,0,0,Masters,3,44853,4.01,117.9,,,$15.89,2021-07-18
101953,Sales,Medium,7,3,Masters,3,46624,4.57,82.2,55808.83,1711.87,USD 54.76,2014-10-03
101954,Finance,Medium,9,6,Bachelors,3,21492,3.59,108.3,83469.59,3532.58,62.65,2015-11-06
101955,Engineering,Medium,4,4,PhD,1,87093,3.96,95.0,71696.13,4640.02,USD 50.35,2015-05-20
101956,engineering,Medium,10,3,Bachelors,4,35874,4.2,69.2,77263.74,5866.15,$35.60,2020-12-07
101957,Engineering,High,8,1,Bachelors,4,40987,5.11,128.2,97372.6,7558.35,usd 60.20,2020-09-26
101958,Finance,Medium,6,2,Bachelors,5,59269,4.82,108.3,71452.41,4152.4,$66.72,2022-08-09
101959,SALES,Medium,10,0,Bachelors,4,49144,3.7,79.1,,3761.82,,2012-04-15
101960,Sales,,16,5,Bachelors,0,44344,5.56,108.5,96580.6,,53.01,2013-01-16
101961,Finance,High,6,0,Masters,2,52327,4.0,98.9,76436.86,7209.88,USD 74.96,2016-12-01
101962,Finance,High,10,6,Masters,0,79456,3.99,114.1,96163.21,6387.87,USD 50.69,2020-09-15
101963,Engineering,Low,0,0,Bachelors,3,74764,3.9,72.9,53519.83,1776.04,$85.07,2018-07-13
101964,Finance ,Medium,11,8,Masters,2,48600,3.88,70.4,68746.22,1776.29,$51.80,2020-12-30
101965,Finance,Medium,10,7,Bachelors,2,36984,3.62,82.5,69576.36,3149.73,USD 61.67,2023-09-29
101966,Engineering,Medium,12,5,PhD,1,83738,4.19,101.5,89002.73,1181.31,$47.45,2013-08-20
101967, finance,Medium,14,4,Bachelors,5,13108,5.67,147.1,89126.45,3797.7,USD 62.27,2014-01-13
101968,Finance,Low,1,1,Bachelors,1,64528,4.4,129.4,72791.73,2273.5,USD 28.98,2019-03-21
101969,Sales,,4,4,Masters,0,19843,3.09,114.1,55217.89,,98.54,2012-01-25
101970,Sales,Medium,10,5,Masters,5,27383,4.29,88.7,70460.46,3023.59,$55.34,2023-12-23
101971,Engineering,Medium,0,0,Bachelors,2,40474,4.78,108.9,64228.02,3325.46,usd 38.59,2025-05-21
101972,Finance,High,7,3,PhD,2,29959,4.91,105.8,83845.86,6573.04,USD 36.29,2015-01-23
101973,Sales,Low,8,3,Bachelors,5,99472,4.08,84.4,49471.96,2070.68,59.37,2019-01-08
101974,Sales,Low,4,4,Masters,3,46622,4.6,90.9,43770.79,0.0,,2025-01-30
101975,sales,Low,3,3,PhD,3,95156,4.27,125.3,81780.07,0.0,usd 60.77,2020-01-26
101976,Sales,Medium,8,7,Bachelors,3,97995,4.61,115.3,57534.93,2630.24,,2017-11-13
101977,Engineering ,Medium,0,0,Bachelors,0,43890,4.36,133.6,78276.17,2800.05,,2024-11-25
101978,Sales,Medium,8,5,Masters,4,72577,4.9,92.5,,4284.71,usd 51.57,2019-07-15
101979,Engineering,Medium,4,4,Bachelors,4,33191,5.04,121.6,83484.68,7244.9,usd 48.14,2016-01-28
101980,Engineering,High,5,3,Masters,4,44853,4.01,117.9,85145.14,6548.22,USD 67.46,2018-12-29
101981,Engineering ,Medium,9,6,Bachelors,3,39476,4.3,101.1,59886.64,3631.46,63.63,2025-02-24
101982,Engineering,,4,2,Masters,3,38121,5.89,128.4,,,33.36,2018-07-15
101983,Finance,High,3,3,Bachelors,0,41845,4.69,70.9,51412.11,2706.32,USD 42.67,2020-06-12
101984,Finance,High,2,2,Bachelors,4,29290,4.99,156.7,96290.55,8908.92,26.01,2013-05-31
101985,Finance,Medium,8,7,Bachelors,3,36082,4.71,115.5,76189.21,3800.96,$69.72,2015-06-02
101986,Sales ,Low,15,2,Bachelors,5,35786,3.76,100.1,69791.75,516.77,$63.63,2015-09-30
101987,Finance,High,11,5,Bachelors,3,68630,3.63,90.7,72246.7,7096.92,USD 55.13,2019-07-26
101988,Finance ,,7,7,Masters,2,33599,3.94,103.4,90832.89,,34.79,2015-05-30
101989,Engineering,,9,4,Bachelors,4,66269,4.22,144.1,98363.4,,usd 35.35,2022-01-10
101990,Fin.,High,8,6,Masters,2,14747,4.86,121.4,82079.47,7139.67,$64.30,2017-06-04
101991,Sales,High,7,4,Bachelors,3,32948,4.44,102.8,65213.36,4698.42,USD 64.75,2022-01-18
101992,Sales,High,12,9,Bachelors,4,52830,4.96,135.8,84113.27,4863.13,$61.08,2016-01-23
101993,Sales,Low,12,2,Bachelors,5,66269,4.22,144.1,74922.57,1248.65,46.19,2022-11-18
101994, Sales,High,5,5,Masters,5,47968,4.45,116.3,,4995.65,USD 53.27,2013-12-18
101995,engineering,,4,4,Bachelors,5,34085,3.97,131.0,,,$52.34,2014-06-09
101996,Engineering,Low,4,2,Bachelors,4,15442,3.98,122.7,70389.64,2981.92,USD 11.17,2021-06-05
101997,Sales,High,11,0,Bachelors,2,29713,5.23,110.7,85126.85,6622.73,USD 31.72,2013-04-01
101998,Finance,High,8,3,Bachelors,4,10884,4.2,79.4,62892.64,5270.43,53.90,2024-01-31
101999,Sales,Medium,4,4,Masters,1,57837,4.78,92.5,63571.09,3971.13,$50.15,2024-01-10
102000,Engineering,Medium,7,7,PhD,3,69952,4.16,115.3,98203.79,6527.35,$41.10,2020-02-20
102001,Engineering,High,3,3,Masters,4,65645,4.35,98.3,77059.62,5523.98,20.01,2014-09-07
102002,Engineering,Medium,9,8,Bachelors,4,48173,5.31,108.3,76005.22,6191.71,USD 60.64,2017-05-16
102003,Sales,Medium,6,1,Bachelors,5,14723,5.32,114.9,75670.42,1276.27,USD 50.98,2016-03-10
102004, eng ,Medium,5,4,Bachelors,0,90968,3.94,91.3,55160.55,1624.46,$47.87,2022-07-10
102005,Finance,Medium,9,2,Bachelors,1,79423,4.37,129.2,75655.69,3694.55,USD 39.08,2013-08-01
102006,Engineering,High,10,4,PhD,4,84296,4.14,133.3,104704.05,8134.54,62.02,2022-06-07
102007,Engineering,Medium,10,9,Masters,4,20206,4.02,91.9,73060.16,3127.93,,2013-11-09
102008,Finance,Medium,15,2,Masters,3,68134,4.13,100.7,79254.78,4599.97,USD 51.91,2012-08-25
102009,Finance ,Medium,9,0,Bachelors,4,14341,4.36,118.8,92671.22,6982.49,,2023-12-11
102010,Sales,High,0,0,Bachelors,5,74186,2.93,97.1,59891.7,4598.82,usd 47.20,2019-11-28
102011, Sales,Medium,6,6,Bachelors,4,22559,4.99,108.6,66756.91,2149.11,$69.62,2019-09-22
102012,Engineering ,High,10,9,Bachelors,0,17260,4.12,121.9,108527.61,7710.21,USD 53.24,2021-08-10
102013,Finance,High,6,2,Masters,1,21981,3.98,91.9,70509.03,3794.14,usd 84.24,2024-06-11
102014,Sales,Low,6,6,Bachelors,3,54979,4.32,128.4,81974.5,2710.99,$27.11,2014-06-22
102015,Finance,Medium,10,2,Bachelors,2,81809,4.29,110.0,71562.76,5155.48,,2019-05-22
102016,Engineering,High,15,14,Bachelors,0,85647,3.82,107.3,101884.49,7025.97,$57.18,2019-01-20
102017,Engineering,Medium,10,4,Bachelors,1,63698,4.17,130.4,74088.27,3051.35,$32.40,2013-12-09
102018,Engineering,High,4,2,Bachelors,2,25170,4.41,115.2,71799.8,7060.69,,2013-08-03
102019,Finance,,13,11,PhD,2,14145,3.38,81.6,82609.5,,usd 59.78,2019-07-04
102020,Sales,Medium,9,5,PhD,3,46870,6.0,117.5,78512.54,4486.32,$54.45,2015-07-06
102021,Sales,High,10,7,Masters,3,87021,4.15,81.2,63762.07,4287.18,,2017-08-27
102022,Sales,High,9,2,Masters,2,93303,4.06,149.2,82464.68,4110.38,usd 58.13,2017-12-10
102023,Finance,Medium,12,10,Masters,1,48867,4.32,140.7,96418.38,4681.62,75.88,2024-08-03
102024,Finance,Low,16,5,Bachelors,3,63202,3.99,89.9,86409.11,3362.66,usd 43.81,2023-01-30
102025,ENG,Medium,6,1,PhD,1,56344,4.68,131.3,94534.16,4247.6,23.90,2014-12-06
102026,Finance,,11,3,Masters,1,41790,4.26,78.3,71414.03,,USD 51.39,2021-08-08
102027,Engineering,,11,4,Bachelors,5,93791,3.66,93.6,88501.06,,,2021-07-05
102028,SALES,,8,0,Bachelors,0,11711,3.92,100.7,64662.47,,,2017-02-08
102029,Engineering,High,1,1,Masters,3,11545,5.12,128.1,83053.93,8742.31,USD 50.06,2018-04-23
102030,Sales ,,6,6,Masters,2,54979,4.32,128.4,74335.41,,USD 47.57,2022-09-12
102031,Engineering,High,7,7,Bachelors,1,44759,3.56,83.4,77410.54,5836.19,51.83,2013-08-03
102032,Engineering,Low,14,3,Masters,3,23765,3.87,94.8,85529.35,3014.46,$46.90,2013-03-05
102033,Finance,Medium,9,4,Masters,2,66386,3.78,86.5,56938.59,3553.09,usd 55.11,2020-07-31
102034,Finance,Medium,12,3,Bachelors,2,58547,3.8,137.9,92969.37,2681.3,usd 63.01,2021-07-25
102035,Engineering,,5,5,Masters,3,29689,3.88,77.4,68883.89,,usd 57.20,2016-04-06
102036,Engineering,Medium,7,1,Masters,4,11308,3.29,136.9,88128.51,3197.58,47.68,2024-07-22
102037,Sales,Medium,0,0,PhD,1,50398,4.46,98.1,64567.56,3151.89,,2017-12-14
102038,Sales,Medium,14,2,Bachelors,1,90228,4.78,91.5,,2806.9,USD 57.71,2021-01-22
102039,Sales,Low,8,4,Masters,3,45929,4.08,126.1,,1672.91,$53.41,2018-06-30
102040,FINANCE,Low,11,6,Bachelors,3,91421,4.57,93.7,48597.26,1027.21,40.17,2022-03-28
102041,Sales,Medium,0,0,Bachelors,4,29689,3.88,77.4,46906.38,1516.17,,2015-10-26
102042,Engineering,High,11,3,Bachelors,4,77261,5.37,126.0,80673.88,6793.45,37.08,2015-09-05
102043,engineering,Medium,3,3,Bachelors,3,19553,4.45,140.1,77613.85,4456.41,$27.31,2021-06-24
102044,engineering,High,5,3,Bachelors,4,31114,4.23,149.9,80837.17,7592.99,$22.60,2013-06-19
102045,Sales,Low,6,5,Bachelors,1,95444,3.99,91.2,61608.8,2700.72,$41.26,2020-09-17
102046,Engineering ,Medium,0,0,Masters,2,70371,4.39,71.3,66540.19,4020.16,$57.74,2025-06-11
102047,Sales,Medium,3,2,Bachelors,2,87759,3.68,122.0,64207.57,2801.64,$61.11,2017-01-29
102048,Engineering,High,13,8,Masters,2,28158,5.61,126.4,108779.08,12672.08,,2013-04-18
102049,Finance,Medium,10,8,Masters,1,43403,4.25,134.4,95621.22,3866.89,49.25,2023-04-22
102050,Finance ,High,14,7,Bachelors,3,45504,4.86,119.3,86902.48,6206.81,,2016-07-09
102051,Engineering,High,4,2,Bachelors,2,14789,2.83,90.9,66447.38,4402.51,usd 57.54,2013-06-06
102052,Finance,Medium,5,2,PhD,2,44891,2.74,102.5,77124.22,2225.84,$39.67,2025-11-08
102053, eng ,Low,4,3,Masters,1,93856,3.8,100.2,59628.17,0.0,usd 78.10,2020-06-04
102054,engineering,High,9,3,Bachelors,2,18159,5.12,163.8,108128.31,8228.98,48.41,2025-12-12
102055,Finance,Medium,4,4,Bachelors,3,58743,5.65,138.6,81816.33,2358.03,$39.02,2025-06-07
102056,Engineering,High,2,2,Masters,3,15226,4.58,108.1,75692.68,6922.04,USD 67.50,2021-04-23
102057,SALES,Medium,4,4,Bachelors,0,87021,4.15,81.2,51861.89,3705.25,usd 64.53,2020-01-02
102058,ENG,High,2,0,Bachelors,1,75524,3.8,134.2,87561.12,6509.1,USD 66.31,2012-04-23
102059,Finance,Low,6,4,Masters,2,90996,3.89,139.6,59971.95,270.37,,2025-08-06
102060, finance,High,3,3,PhD,0,29713,5.23,110.7,70397.22,5550.63,usd 38.54,2014-09-01
102061,Sales ,High,6,6,Masters,0,65609,3.64,77.0,,6022.4,,2018-01-09
102062,Finance,Low,5,5,PhD,3,65525,4.49,130.0,72620.13,1628.42,$44.84,2024-09-14
102063, eng ,Medium,11,7,Masters,4,27546,4.09,82.4,78141.05,4397.45,,2013-01-27
102064,Finance,Medium,13,9,PhD,4,19680,4.01,113.5,94024.63,4511.4,47.45,2019-08-18
102065,Sales,,3,1,PhD,5,20854,4.27,88.2,59668.78,,54.39,2022-11-18
102066,Finance,High,6,4,Masters,1,12923,4.76,127.0,95203.38,6364.82,USD 61.16,2022-04-09
102067,Sales,Medium,11,5,Bachelors,2,17699,4.76,124.1,72667.18,3351.06,usd 48.68,2019-11-02
102068,Engineering,Medium,8,8,Bachelors,3,45193,3.96,107.1,64631.3,2904.64,$60.39,2012-12-04
102069,Sales,High,8,7,Masters,1,61770,4.7,107.3,71655.64,6116.0,usd 34.77,2012-02-10
102070,FINANCE,,7,4,Masters,4,55400,4.18,75.9,73546.14,,,2022-08-10
102071,Finance,Medium,6,6,Bachelors,0,49552,4.18,96.0,75156.64,4457.9,USD 43.05,2014-12-04
102072,Finance,Medium,15,6,Masters,2,17430,3.65,132.7,95746.51,3619.63,,2012-07-06
102073,Engineering,High,9,6,Masters,2,69732,4.71,111.6,94219.6,5130.53,USD 20.06,2018-10-10
102074,Engineering,High,7,5,PhD,3,67229,3.47,139.5,113483.98,10151.85,usd 69.94,2022-02-01
102075,Engineering,Medium,10,2,Masters,2,28199,4.22,117.7,79429.66,2201.84,usd 22.24,2012-08-12
102076,Finance,Medium,5,4,Bachelors,3,42797,4.41,96.6,66144.59,2398.39,USD 42.74,2018-03-28
102077,Finance,Medium,2,2,Masters,4,46348,5.06,100.5,52901.63,3819.56,$19.91,2015-09-12
102078, Sales,Medium,15,0,Bachelors,3,49701,4.12,110.6,77532.14,4772.1,,2012-07-26
102079,Engineering,,12,0,Bachelors,3,76420,3.6,110.8,91230.65,,$18.78,2021-11-30
102080,Sales,Low,8,2,Bachelors,1,20958,4.69,85.7,40993.48,1414.83,$50.38,2022-03-26
102081,Finance,High,3,3,Bachelors,4,12225,4.46,134.0,83227.43,6611.18,$41.10,2021-01-27
102082,Engineering,Low,5,5,Bachelors,0,77673,5.52,127.3,93119.26,1119.12,usd 49.99,2015-10-18
102083,Sales,Medium,9,3,Bachelors,4,44518,5.23,141.8,89933.48,4426.79,usd 16.07,2021-08-26
102084,Sales,Medium,8,5,Bachelors,3,20206,4.02,91.9,68459.77,3322.7,$32.02,2024-09-27
102085,Finance,,5,4,Bachelors,5,71278,3.47,106.8,58629.83,,,2017-03-10
102086,Engineering,Medium,8,3,Masters,2,59368,4.72,69.9,,4733.7,usd 45.61,2013-09-06
102087,Engineering,High,7,4,Bachelors,1,12095,4.07,66.4,67631.59,6592.01,37.17,2023-07-20
102088,Engineering,Medium,11,9,Bachelors,0,79123,4.5,127.5,98765.93,4687.25,USD 68.15,2017-09-22
102089,Finance,Low,0,0,Masters,2,35701,5.0,130.9,60016.72,2868.34,USD 32.10,2016-03-21
102090,FINANCE,Low,5,5,Masters,2,46102,3.24,77.8,,941.08,$53.70,2016-10-20
102091,sales,,0,0,PhD,4,28057,3.92,104.2,51190.64,,usd 44.38,2020-10-08
102092,Engineering,Medium,2,2,Bachelors,4,12923,4.76,127.0,72174.07,5765.23,47.28,2014-10-09
102093,Sales,Medium,15,5,PhD,4,34779,4.37,90.9,,4500.35,$58.42,2019-03-17
102094,Finance,Low,12,5,Masters,0,52327,4.0,98.9,66423.01,2182.7,$40.97,2013-01-12
102095,Engineering,Medium,8,1,Masters,2,32360,3.3,90.5,87242.78,2658.95,USD 37.26,2019-06-11
102096,Engineering,Medium,10,3,Masters,2,75804,4.36,123.2,99819.38,3586.75,usd 60.78,2023-09-28
102097,sales,Low,9,6,PhD,2,58239,4.41,106.3,81190.91,2579.78,usd 29.97,2012-06-11
102098,Finance,High,5,5,Masters,2,87693,4.14,88.7,63039.99,4574.9,USD 39.35,2017-10-22
102099,Engineering,Low,0,0,Bachelors,5,90743,5.18,120.2,58432.41,601.58,usd 68.82,2018-06-07
102100,Engineering,Medium,7,3,Bachelors,5,40893,4.13,88.4,62792.04,2946.05,$48.44,2020-04-26
102101,Fin.,,7,7,Masters,1,60086,4.24,136.6,83157.73,,,2025-05-29
102102,Finance,Medium,4,0,Bachelors,1,59368,4.72,69.9,,2874.33,USD 74.32,2019-01-14
102103, Sales,High,11,4,Masters,3,27467,3.87,120.4,61734.85,3524.44,USD 42.79,2021-08-24
102104,Finance,Low,7,7,Bachelors,0,63698,4.17,130.4,83971.77,1838.39,46.69,2013-05-17
102105,Engineering,High,4,4,Bachelors,5,91285,5.87,112.8,85449.78,7043.22,,2025-03-31
102106,Finance,Medium,0,0,Bachelors,5,23765,3.87,94.8,62415.54,3086.03,69.09,2016-02-19
102107,Fin.,Medium,3,3,Masters,0,18979,4.93,109.4,59640.88,3213.86,$53.97,2015-08-25
102108,Engineering,Medium,11,3,Bachelors,3,38899,3.74,98.2,74914.51,4501.37,$38.27,2015-05-21
102109,Engineering,High,8,2,PhD,4,15056,4.33,99.2,90459.5,5813.7,,2022-10-01
102110,Sales,Medium,7,7,Bachelors,0,96481,4.48,81.3,58445.69,2971.56,$62.52,2020-03-13
102111,Finance,Medium,12,3,Bachelors,4,29730,4.23,103.0,75552.55,4324.89,42.91,2025-12-01
102112,Engineering,Medium,6,0,Masters,5,58800,4.58,141.3,85928.38,4455.14,$54.06,2016-07-28
102113,Engineering ,Medium,9,0,Bachelors,5,10461,3.8,132.4,89275.52,4091.74,62.14,2020-04-15
102114,SALES,Medium,7,3,Bachelors,4,51825,4.22,82.7,64656.45,4005.98,,2024-08-14
102115,Finance,Medium,6,1,Bachelors,4,20443,5.76,131.2,65453.14,4446.25,23.08,2019-04-28
102116,SALES,Medium,8,3,Bachelors,2,15561,5.2,126.1,83022.72,3849.92,$46.48,2021-01-10
102117,Sales,Low,1,1,Bachelors,3,67690,3.97,117.3,60521.3,574.33,49.70,2018-06-18
102118,SALES,Medium,8,5,Bachelors,3,69416,3.76,131.5,89166.92,2583.58,,2013-07-30
102119,Sales,Low,3,1,Bachelors,3,50908,3.99,127.8,52480.42,1338.15,$58.90,2020-10-17
102120,sales,Medium,7,7,Bachelors,1,22965,3.55,76.8,58383.36,2765.58,usd 46.39,2017-09-05
102121,Sales,High,4,4,PhD,0,52830,4.96,135.8,,6265.55,,2022-08-03
102122,Sales,Medium,5,5,Bachelors,5,79741,4.79,148.8,68263.69,4276.04,58.47,2021-09-08
102123,Finance,,5,5,Masters,5,18242,4.45,135.1,89165.22,,$75.78,2018-12-07
102124,Engineering ,High,4,2,Masters,2,18242,4.45,135.1,87945.92,7770.32,$40.61,2017-12-16
102125,Fin.,Medium,8,5,Bachelors,1,14789,2.83,90.9,63814.01,1955.88,usd 48.09,2023-06-29
102126,ENG,Medium,8,5,PhD,2,90186,3.97,115.7,86545.3,6371.16,61.93,2013-04-12
102127,Finance,High,2,2,Bachelors,3,64766,3.04,95.0,65009.66,5391.77,62.05,2024-12-19
102128, finance,Medium,6,4,Masters,3,91092,4.17,110.7,,3861.37,,2018-04-01
102129,Engineering ,Medium,11,7,Masters,0,32333,3.61,97.3,86899.62,4341.1,$48.08,2022-03-05
102130,Sales,Medium,4,4,Bachelors,2,66888,3.91,87.8,53851.69,2473.43,USD 55.67,2019-12-24
102131,Sales,Medium,8,6,Bachelors,1,79741,4.79,148.8,77983.57,5671.02,USD 47.13,2024-11-01
102132,Sales,Medium,1,1,Masters,1,79456,3.99,114.1,63275.05,3255.25,USD 65.62,2013-07-03
102133,Sales,Medium,4,4,Bachelors,3,81770,3.66,93.3,58668.01,2240.91,USD 55.92,2023-11-02
102134,Finance,Medium,10,6,Bachelors,2,25962,4.05,86.4,72046.88,3925.08,$37.54,2014-03-24
102135,Finance,Medium,6,6,Bachelors,4,50544,2.3,99.8,65475.19,3441.26,,2016-03-10
102136,Sales,Medium,9,0,Bachelors,3,66674,3.37,107.5,74964.53,3799.87,usd 37.94,2012-08-03
102137,Sales,High,13,4,Masters,1,92443,3.59,133.2,,4246.96,$54.21,2023-06-20
102138,Sales,Medium,10,8,Bachelors,4,87038,4.63,83.4,54592.92,3202.71,60.91,2017-10-23
102139,FINANCE,Medium,12,1,Bachelors,5,72426,3.39,87.5,75678.89,3211.23,USD 26.86,2024-09-15
102140,ENG,Medium,3,3,Masters,1,77343,4.02,117.7,81707.53,5974.95,$47.13,2020-03-11
102141,Sales,Low,6,3,Bachelors,2,30072,2.79,100.7,60554.67,2374.38,usd 44.86,2016-04-12
102142,Finance,High,11,2,Bachelors,4,10740,3.64,100.1,74984.83,7434.57,USD 52.08,2016-11-23
102143,Engineering ,High,5,0,Bachelors,3,57690,4.24,143.1,79822.71,6698.36,USD 60.49,2019-03-29
102144,Engineering,Medium,9,5,Bachelors,1,46397,3.67,104.5,87355.95,3142.82,USD 26.45,2017-02-21
102145,Finance ,Low,15,3,Masters,0,84135,4.26,90.8,75018.06,2926.57,USD 50.24,2013-03-19
102146,Engineering,Low,1,1,Bachelors,2,55108,4.35,121.2,,1344.46,usd 55.18,2019-03-29
102147,Engineering,High,3,0,Masters,1,30925,3.83,122.9,91208.09,4815.58,usd 54.74,2024-12-07
102148,Sales,Low,10,1,Bachelors,0,56472,4.0,113.4,71945.27,1039.78,usd 38.72,2022-04-03
102149,Engineering,High,2,2,PhD,1,38448,3.79,117.5,88174.48,8240.39,USD 47.79,2016-05-06
102150,Sales,Medium,10,4,Masters,5,94903,6.31,119.5,81212.97,5106.67,USD 60.04,2017-09-12
102151,Finance,Low,9,1,PhD,1,98134,4.79,140.5,85776.19,1077.4,,2013-07-23
102152, Sales,Medium,13,4,Bachelors,2,87714,4.2,149.6,107251.52,5555.39,usd 42.01,2025-05-18
102153,Finance,Medium,3,3,Masters,4,86930,2.82,115.1,66978.75,3313.93,58.21,2025-09-24
102154,Engineering ,,3,3,Bachelors,4,67753,5.33,124.5,79917.63,,,2024-09-10
102155,Engineering,Medium,16,2,Bachelors,4,39476,4.3,101.1,81824.49,4089.67,$38.89,2015-02-09
102156,Sales,High,7,3,Bachelors,5,61429,3.79,81.6,61750.77,6071.69,usd 72.57,2015-09-13
102157,Sales,,10,0,PhD,3,74966,4.64,120.2,83427.15,,42.74,2020-09-06
102158,Finance,Medium,0,0,Bachelors,1,34050,4.53,144.5,74060.85,4492.06,USD 39.22,2015-11-29
102159,Engineering,Medium,7,5,Bachelors,3,29417,3.9,109.3,81145.98,5028.5,usd 60.23,2018-02-21
102160,Sales,Medium,5,5,Masters,2,76850,3.4,105.2,63998.14,3655.65,,2016-07-13
102161,Engineering,Medium,3,3,Masters,4,44520,4.46,119.8,89181.64,4502.48,,2013-06-20
102162,Finance,Medium,1,1,Masters,4,49641,3.53,82.0,46735.96,1758.36,USD 81.45,2023-09-12
102163,Sales,Medium,10,7,Bachelors,3,64194,3.94,103.6,77524.85,3977.56,$46.95,2016-08-17
102164, finance,Medium,10,3,Bachelors,4,87269,3.92,106.1,,4299.16,$46.51,2023-08-29
102165, finance,Medium,13,5,PhD,3,45491,4.48,124.0,86051.1,4856.05,$53.49,2016-09-19
102166,Finance,Medium,4,3,Bachelors,5,15805,3.4,88.6,68209.1,4749.59,usd 50.98,2016-03-26
102167,Finance,Medium,11,3,Bachelors,2,57263,4.34,122.6,83184.92,4037.85,$49.89,2019-02-22
102168,Engineering,High,6,6,Masters,1,18979,4.93,109.4,89278.51,7682.82,USD 50.82,2013-04-06
102169,Finance,Medium,5,3,PhD,2,47617,4.92,120.5,77565.46,3823.15,,2020-08-23
102170,Engineering,,4,3,Bachelors,1,67671,4.32,85.5,65888.26,,55.45,2020-09-20
102171,Finance,Low,2,2,Bachelors,3,90989,4.75,117.6,46749.41,718.91,USD 25.78,2012-08-26
102172,Finance,Medium,9,8,Masters,2,66129,4.4,125.2,81484.59,4785.12,$36.69,2012-05-07
102173,Sales,Medium,9,7,Bachelors,1,68895,3.4,111.6,61379.75,2854.12,50.35,2014-01-24
102174,Engineering,High,8,4,PhD,2,76920,5.09,102.0,86224.31,8545.07,USD 34.17,2019-05-19
102175,Sales,Medium,7,7,Masters,0,33815,3.61,101.1,57977.54,3192.63,,2016-08-24
102176,Engineering,Low,8,5,PhD,1,74492,3.61,89.3,84811.2,0.0,,2017-12-01
102177,Finance ,High,11,0,Bachelors,3,97995,4.61,115.3,91199.06,7359.4,$58.73,2024-07-23
102178,Engineering,Medium,10,3,PhD,3,16675,4.01,79.8,80362.62,4127.46,usd 52.84,2018-12-29
102179,Sales,High,9,6,Bachelors,5,29730,4.23,103.0,81090.02,7378.31,,2023-03-28
102180,Sales,High,6,2,Bachelors,1,99472,4.08,84.4,58061.16,5434.2,43.67,2017-02-26
102181,Finance,Medium,13,6,Masters,1,57161,3.17,87.6,82036.25,5458.98,usd 46.38,2024-10-05
102182,ENG,Low,11,3,PhD,3,48439,4.09,79.8,,710.34,,2024-05-31
102183,Sales,High,9,3,Masters,1,30374,5.04,128.5,90768.16,6418.91,usd 41.88,2023-05-10
102184,ENG,Medium,4,2,Bachelors,4,83649,3.43,77.5,65678.25,3241.09,67.46,2024-08-09
102185,sales,,9,2,Masters,5,84775,3.8,135.6,75699.31,,,2013-07-26
102186,Finance,High,10,5,Bachelors,4,93198,5.67,124.7,,7266.7,62.60,2016-06-27
102187,Engineering ,High,3,3,Bachelors,5,58800,4.58,141.3,86253.15,9067.84,,2019-08-09
